Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:10:49, ad071209-a3e1-4336-a3f8-f70545359b0c, /api/v1/visits, GET, GOLD, 97ms, CPU Load: 60.00%, Memory Load: 3.288670GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:16, 1f278ad0-1347-4b3c-8839-c90b9d83ba0b, /api/v1/clinics, GET, null, 25ms, CPU Load: 75.00%, Memory Load: 3.309891GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:16, d6a399a8-1f59-4266-9b1a-214e478dece8, /api/v1/auth/signup, POST, null, 17ms, CPU Load: 50.00%, Memory Load: 3.309891GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:16, 2100d91d-7bc1-429b-82b7-885734b08dcd, /api/v1/auth/signin, POST, null, 239ms, CPU Load: 55.56%, Memory Load: 3.309891GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:17, b6c723db-665c-4d94-9283-7c7a27da9068, /api/v1/pets, GET, GOLD, 43ms, CPU Load: 50.00%, Memory Load: 3.310612GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:17, 3cd9a392-efda-4dc7-91ad-bf406a5486ad, /api/v1/visits, GET, GOLD, 58ms, CPU Load: 62.50%, Memory Load: 3.310852GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:18, a167cabd-7382-4105-af3e-fa3de560dbd2, /api/v1/pets/types, GET, GOLD, 45ms, CPU Load: 55.56%, Memory Load: 3.310852GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:18, 4a07f670-f396-436e-9bfb-630cc5712181, /api/v1/pets, POST, GOLD, 68ms, CPU Load: 71.43%, Memory Load: 3.310852GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:19, 52f35ea6-89d3-42e2-a052-949c1dc9246b, /api/v1/pets, GET, GOLD, 61ms, CPU Load: 72.00%, Memory Load: 3.311092GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:19, 8e9b4add-1aff-4c5b-9e19-243bb5c4f6ae, /api/v1/visits, GET, GOLD, 21ms, CPU Load: 77.78%, Memory Load: 3.311092GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:19, b949575e-cfcb-4c08-be90-fda34b12b4eb, /api/v1/pets/152, DELETE, GOLD, 111ms, CPU Load: 50.00%, Memory Load: 3.312775GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:20, b0d0d1fd-e3d9-45dc-b3d2-e31051df15e6, /api/v1/pets, GET, GOLD, 22ms, CPU Load: 63.64%, Memory Load: 3.313736GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:20, 4dbf499c-78e9-465a-aba3-6f5a8e43721a, /api/v1/visits, GET, GOLD, 52ms, CPU Load: 0.00%, Memory Load: 3.313736GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:40, 86eb71d4-451c-4cf0-89bb-6e6ca84f8454, /api/v1/clinics, GET, null, 16ms, CPU Load: 42.86%, Memory Load: 3.314907GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:40, 1b5deb26-4362-4eca-8484-44033d316365, /api/v1/auth/signup, POST, null, 10ms, CPU Load: 43.75%, Memory Load: 3.314907GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:41, 20655c12-39ac-4063-ab8b-87d9f2d4bbe8, /api/v1/auth/signin, POST, null, 257ms, CPU Load: 50.00%, Memory Load: 3.315147GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:41, 07f243c4-3bee-48d6-8402-212779737f27, /api/v1/pets, GET, GOLD, 30ms, CPU Load: 60.00%, Memory Load: 3.316589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:41, cb531076-3339-4b7d-964f-2acfa5775350, /api/v1/visits, GET, GOLD, 45ms, CPU Load: 57.14%, Memory Load: 3.316830GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:42, 812fe029-07ab-4bc4-9ed7-d670d213db60, /api/v1/pets/types, GET, GOLD, 32ms, CPU Load: 57.89%, Memory Load: 3.318272GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:42, a1787bf0-27b1-49b3-860e-c74604259bc7, /api/v1/pets, POST, GOLD, 75ms, CPU Load: 62.50%, Memory Load: 3.318512GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:43, 338924d1-2471-4485-96b3-a974380d463b, /api/v1/pets, GET, GOLD, 47ms, CPU Load: 64.71%, Memory Load: 3.318752GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:43, 60c0014f-9374-40a2-8fdf-ff7f813396e6, /api/v1/visits, GET, GOLD, 33ms, CPU Load: 45.45%, Memory Load: 3.318752GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:43, 07757285-f32e-4cb4-9077-0d1ce937ba52, /api/v1/pets/153, DELETE, GOLD, 41ms, CPU Load: 75.00%, Memory Load: 3.318752GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:44, a9221ac0-829d-4980-9f7b-97f0c4c63dd2, /api/v1/pets, GET, GOLD, 20ms, CPU Load: 0.00%, Memory Load: 3.318752GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:11:44, bf50f277-da58-434d-b3e5-d43b5f483baa, /api/v1/visits, GET, GOLD, 29ms, CPU Load: 62.50%, Memory Load: 3.318993GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:03, ee6aff21-5f9d-4dd5-a561-1a83747c0e45, /api/v1/clinics, GET, null, 17ms, CPU Load: 75.00%, Memory Load: 3.303093GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:03, b8727108-2e6f-4e95-a3ca-6bae624c95f5, /api/v1/auth/signup, POST, null, 8ms, CPU Load: 50.00%, Memory Load: 3.303093GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:03, ce96fec3-4a0b-4849-aa9a-d344542074b7, /api/v1/auth/signin, POST, null, 169ms, CPU Load: 66.67%, Memory Load: 3.303093GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:04, 7a56477e-9df8-48ce-b561-c7148758ea8f, /api/v1/pets, GET, GOLD, 22ms, CPU Load: 52.94%, Memory Load: 3.304295GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:04, 0c728d57-e7f0-44e0-9075-b6cad8af7188, /api/v1/visits, GET, GOLD, 19ms, CPU Load: 50.00%, Memory Load: 3.304295GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:04, fade2e17-95f3-4df7-bbd1-4e1eb3e2ab3a, /api/v1/pets/types, GET, GOLD, 27ms, CPU Load: 50.00%, Memory Load: 3.304535GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:05, 0dc52007-636e-4915-b6ca-8e94de701c62, /api/v1/pets, POST, GOLD, 69ms, CPU Load: 75.00%, Memory Load: 3.304535GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:05, e16f35d5-e5cf-4b48-8f2c-3e20c4ad015e, /api/v1/pets, GET, GOLD, 71ms, CPU Load: 100.00%, Memory Load: 3.304535GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:05, 92f1232e-ca6a-493b-bbde-556caa89ccea, /api/v1/visits, GET, GOLD, 17ms, CPU Load: 60.00%, Memory Load: 3.305016GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:06, 5dcd33cf-32db-4d7b-8a00-aa4958dafa3f, /api/v1/pets/154, DELETE, GOLD, 42ms, CPU Load: 100.00%, Memory Load: 3.305016GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:06, d842c226-d1c8-4616-ae03-d506b26cbcf5, /api/v1/pets, GET, GOLD, 20ms, CPU Load: 63.16%, Memory Load: 3.305016GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:06, f1e75c61-c1ef-4621-b4f7-6659767e1038, /api/v1/visits, GET, GOLD, 45ms, CPU Load: 75.00%, Memory Load: 3.305016GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:37, 3ee7e125-1402-48ce-a33b-efa5938ad95c, /api/v1/clinics, GET, null, 12ms, CPU Load: 100.00%, Memory Load: 3.346176GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:37, 8aecd0a0-31d3-4227-a0dc-f5bed02bc165, /api/v1/auth/signup, POST, null, 7ms, CPU Load: 54.55%, Memory Load: 3.347137GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:37, d501ba1b-b33b-4292-9f91-a8d2f34f07ee, /api/v1/auth/signin, POST, null, 256ms, CPU Load: 62.50%, Memory Load: 3.347137GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:38, fcb82cea-6d45-43f0-bf7e-4745ab5b2c26, /api/v1/pets, GET, GOLD, 27ms, CPU Load: 40.00%, Memory Load: 3.350742GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:38, 6383101d-aa24-43fb-bf05-66144db471c1, /api/v1/visits, GET, GOLD, 28ms, CPU Load: 66.67%, Memory Load: 3.351463GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:39, 007adce9-97e2-46ab-b541-c56f859cfa84, /api/v1/pets/types, GET, GOLD, 21ms, CPU Load: 62.50%, Memory Load: 3.351463GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:39, 9d28d808-707c-4e76-8d54-21eb3e7dd7bd, /api/v1/pets, POST, GOLD, 35ms, CPU Load: 70.00%, Memory Load: 3.351463GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:40, ae2bd75b-0978-4bc5-87be-b66222322445, /api/v1/pets, GET, GOLD, 39ms, CPU Load: 70.59%, Memory Load: 3.351337GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:40, 6e327628-471d-4955-8050-e99a98669b89, /api/v1/visits, GET, GOLD, 40ms, CPU Load: 50.00%, Memory Load: 3.351276GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:40, 7a8fccf2-edd7-4b6f-a3bd-075f559927b5, /api/v1/pets/155, DELETE, GOLD, 32ms, CPU Load: 57.14%, Memory Load: 3.349594GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:40, f63fb5e2-cc3a-42c1-b198-e3e28e3e7b3f, /api/v1/pets, GET, GOLD, 24ms, CPU Load: 100.00%, Memory Load: 3.349834GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:12:41, 5dfd4151-6d51-4fc3-9bc6-acc5b0289c27, /api/v1/visits, GET, GOLD, 50ms, CPU Load: 62.50%, Memory Load: 3.349834GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:51, 8c311fd9-a644-44b5-a84c-c08c7c23906d, /api/v1/clinics, GET, null, 360ms, CPU Load: 33.33%, Memory Load: 3.326591GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:52, 2f95a1de-d16a-4e4f-b54e-99b201725c36, /api/v1/auth/signup, POST, null, 451ms, CPU Load: 55.00%, Memory Load: 3.328514GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:53, 9fc527d5-2ae8-41d1-add7-1cccda261a42, /api/v1/auth/signin, POST, null, 532ms, CPU Load: 50.00%, Memory Load: 3.331158GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:53, 49bb1027-d5e7-4ff0-b2e8-06834d0ee2c1, /api/v1/pets, GET, PLATINUM, 56ms, CPU Load: 60.00%, Memory Load: 3.333202GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:53, 3048f90d-fc29-4a98-8a91-d3fc0b63b714, /api/v1/visits, GET, PLATINUM, 57ms, CPU Load: 62.50%, Memory Load: 3.333321GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:54, 879296ca-544d-4052-a8d6-aeee5d0b9086, /api/v1/pets/types, GET, PLATINUM, 64ms, CPU Load: 47.37%, Memory Load: 3.333740GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:55, c1b3d107-c46d-4957-a2ea-2063d40a77e1, /api/v1/pets, POST, PLATINUM, 158ms, CPU Load: 62.50%, Memory Load: 3.334282GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:55, 15a0f0cf-c622-4db1-9b72-ff1d5d8fb08b, /api/v1/pets, GET, PLATINUM, 38ms, CPU Load: 87.50%, Memory Load: 3.334522GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:55, db6e1bbd-365d-4a42-a142-656f251e9cc9, /api/v1/visits, GET, PLATINUM, 13ms, CPU Load: 66.67%, Memory Load: 3.334522GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:56, 2992871c-102b-494a-b920-fdfad6386049, /api/v1/pets/151, DELETE, PLATINUM, 95ms, CPU Load: 50.00%, Memory Load: 3.335243GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:56, f3514dcc-d979-4d9d-b15a-f29a08f3c011, /api/v1/pets, GET, PLATINUM, 39ms, CPU Load: 80.00%, Memory Load: 3.335484GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:14:57, f9f9845a-bb8d-404c-a7e4-3a5479c6c7a4, /api/v1/visits, GET, PLATINUM, 76ms, CPU Load: 73.68%, Memory Load: 3.335484GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:25, 5b4203c4-1152-44aa-9ffe-9aabb5663157, /api/v1/clinics, GET, null, 10ms, CPU Load: 33.33%, Memory Load: 3.355919GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:25, c09d2455-743f-468b-8bd6-fa4fad6292bb, /api/v1/auth/signup, POST, null, 21ms, CPU Load: 75.00%, Memory Load: 3.355919GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:26, 56a6300e-799d-464b-87f2-d907bf154917, /api/v1/auth/signin, POST, null, 190ms, CPU Load: 57.14%, Memory Load: 3.355919GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:26, e04ce549-fdbc-4e50-b188-d6dae8774e3f, /api/v1/pets, GET, PLATINUM, 35ms, CPU Load: 66.67%, Memory Load: 3.358143GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:26, 8f07d091-806e-43e9-98ac-372570666f40, /api/v1/visits, GET, PLATINUM, 59ms, CPU Load: 88.89%, Memory Load: 3.358322GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:27, 9e52c712-ddcd-4bc3-995b-5bd038471ccf, /api/v1/pets/types, GET, PLATINUM, 17ms, CPU Load: 57.14%, Memory Load: 3.358562GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:27, b06e7502-2f15-426f-bf08-e334ef5e99af, /api/v1/pets, POST, PLATINUM, 33ms, CPU Load: 50.00%, Memory Load: 3.358803GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:28, 19826b53-72ff-41cf-a750-a7b9dc67bf91, /api/v1/pets, GET, PLATINUM, 44ms, CPU Load: 61.11%, Memory Load: 3.359043GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:28, b593fb74-28c4-402b-9af7-ba3372faf83c, /api/v1/visits, GET, PLATINUM, 14ms, CPU Load: 72.00%, Memory Load: 3.359043GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:28, 3e13705f-2ca1-43f9-8a7b-fe21d0e27ee3, /api/v1/pets/152, DELETE, PLATINUM, 42ms, CPU Load: 60.00%, Memory Load: 3.359043GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:29, 3d510e01-191d-4893-a815-e84782adb2c8, /api/v1/pets, GET, PLATINUM, 46ms, CPU Load: 80.95%, Memory Load: 3.359406GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:29, 6c871b94-7c22-48e9-b5be-f703eb818bbf, /api/v1/visits, GET, PLATINUM, 26ms, CPU Load: 47.83%, Memory Load: 3.359524GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:51, b83cedd9-724f-4db5-ba48-0ef6ba4b6651, /api/v1/clinics, GET, null, 17ms, CPU Load: 0.00%, Memory Load: 3.349945GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:51, 24419f84-4f1a-4b28-ae2b-c843509fbe24, /api/v1/auth/signup, POST, null, 30ms, CPU Load: 55.56%, Memory Load: 3.349945GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:51, 6899c6a9-170c-456a-8e9b-ebc39971262d, /api/v1/auth/signin, POST, null, 181ms, CPU Load: 60.00%, Memory Load: 3.350185GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:51, 5e79a673-dc7c-467e-baa2-7eefbbb8aa6f, /api/v1/pets, GET, PLATINUM, 11ms, CPU Load: 58.82%, Memory Load: 3.351868GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:52, 16d30611-174c-4c6a-9ec1-8af09dc066cc, /api/v1/visits, GET, PLATINUM, 38ms, CPU Load: 68.18%, Memory Load: 3.351868GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:52, 965985ff-398a-49f0-b123-ad76e7a6544f, /api/v1/pets/types, GET, PLATINUM, 12ms, CPU Load: 0.00%, Memory Load: 3.352108GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:52, a9644439-fe6d-40cf-b077-3b483a1da6f6, /api/v1/pets, POST, PLATINUM, 29ms, CPU Load: 55.56%, Memory Load: 3.352348GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:53, 99b44893-b651-440c-8851-d2816f475cdf, /api/v1/pets, GET, PLATINUM, 25ms, CPU Load: 53.85%, Memory Load: 3.352589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:53, 41325ef1-3215-431f-90e3-5830a1aae910, /api/v1/visits, GET, PLATINUM, 48ms, CPU Load: 65.22%, Memory Load: 3.352589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:53, 9239f9ff-7fe3-422c-8e5d-dce582ea3c43, /api/v1/pets/153, DELETE, PLATINUM, 19ms, CPU Load: 50.00%, Memory Load: 3.352589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:53, 32ee08b9-ad89-4be3-8921-da2ff4e47470, /api/v1/pets, GET, PLATINUM, 13ms, CPU Load: 100.00%, Memory Load: 3.352589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:15:54, 4fb5413c-d03c-4679-925f-c2b7ca508a3d, /api/v1/visits, GET, PLATINUM, 27ms, CPU Load: 60.00%, Memory Load: 3.352589GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:22, 0a02fba9-ca3a-4934-a0e4-4d40bb99132c, /api/v1/clinics, GET, null, 8ms, CPU Load: 50.00%, Memory Load: 3.345169GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:22, 8844171c-2fee-49d8-9aff-1e52ff643c94, /api/v1/auth/signup, POST, null, 8ms, CPU Load: 37.50%, Memory Load: 3.345169GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:22, 214c6e9f-d9cb-4a4b-a14a-7afc5dbbf8b2, /api/v1/auth/signin, POST, null, 215ms, CPU Load: 100.00%, Memory Load: 3.345383GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:22, 2d655a7c-85dd-4289-b45b-be282e0bb759, /api/v1/pets, GET, PLATINUM, 10ms, CPU Load: 50.00%, Memory Load: 3.346104GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:22, 5965e595-0317-48ce-a27d-fc0d5471a5f2, /api/v1/visits, GET, PLATINUM, 10ms, CPU Load: 33.33%, Memory Load: 3.346104GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:23, bb17eec9-c189-4e6f-9108-8a2e7f531e2d, /api/v1/pets/types, GET, PLATINUM, 8ms, CPU Load: 50.00%, Memory Load: 3.346104GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:23, 8d8cb957-f205-4949-8043-915a87a351eb, /api/v1/pets, POST, PLATINUM, 53ms, CPU Load: 66.67%, Memory Load: 3.346104GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:24, e8528bbd-1fe4-4669-a66d-10c1ea281574, /api/v1/pets, GET, PLATINUM, 36ms, CPU Load: 70.00%, Memory Load: 3.346104GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:24, 03744f6c-3c4e-481d-bdbb-2681eed6c6a4, /api/v1/visits, GET, PLATINUM, 11ms, CPU Load: 75.00%, Memory Load: 3.346344GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-09-06 14:16:24, b2d1b6a3-918b-43ec-96ae-8779f8c63174, /api/v1/pets/154, DELETE, PLATINUM, 14ms, CPU Load: 71.43%, Memory Load: 3.346344GB
